YEAR,CROP,STATE,DISTRICT,TEHSIL,SIZE_CLASS,area_avail,irr_ar,unirr_ar,total_ar
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,55,0,28,28
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,23,0,28,28
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,14,0,12,12
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,24,0,22,22
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,27,0,32,32
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,11,0,20,20
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,3,0,20,20
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,28,0,3,3
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,31,0,4,4
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,30,0,10,10
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,19,0,2,2
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,21,0,8,8
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,16,0,4,4
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,9,0,17,17
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,8,0,20,20
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,7,0,9,9
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,627,17,25,42
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,155,10,16,26
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,165,3,29,32
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,112,2,21,23
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,207,7,89,96
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,157,4,85,89
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,108,1,76,77
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,49,1,25,26
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,23,3,7,10
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,21,0,1,1
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,11,0,1,1
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,49,0,14,14
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,35,0,11,11
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,35,0,12,12
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,57,0,31,31
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,16,0,15,15
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,13,5,9,14
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,3,0,4,4
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,22,0,3,3
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,31,0,4,4
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,30,0,10,10
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,19,0,2,2
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,21,0,8,8
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,16,0,4,4
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,9,0,17,17
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,8,0,20,20
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,7,0,9,9
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,33,0,2,2
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,30,0,13,13
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,4,0,1,1
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,7,0,7,7
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,9,0,10,10
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,2,0,1,1
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,1694,341,0,341
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,645,455,0,455
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,620,859,0,859
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,244,604,0,604
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,121,409,0,409
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,61,270,0,270
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,108,659,0,659
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,31,282,0,282
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,14,180,0,180
2011,BAJRA,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,5,0,0,0
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,3064,702,0,702
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1405,992,0,992
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,1009,1426,0,1426
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,499,1223,0,1223
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,243,821,0,821
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,129,566,0,566
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,197,1183,0,1183
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,63,535,0,535
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,39,461,0,461
2011,BEETLVINE,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,9,0,2,2
2011,BEETLVINE,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,5,0,12,12
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,109,7,8,16
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,1,25,10,0,10
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,2,10,1,6,7
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,3,16,2,4,6
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,4,17,1,11,12
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,5,5,2,0,2
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,7063,350,843,1193
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1444,419,399,818
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,922,962,192,1154
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,407,767,88,855
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,175,518,45,563
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,110,431,23,453
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,189,1051,79,1130
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,59,406,57,463
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,90,1169,112,1281
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,36,874,120,994
2011,COCONUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,28,0,4,4
2011,COCONUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,44,3,2,4
2011,COCONUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,5,5,0,5
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,9953,561,1279,1840
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,2148,830,661,1491
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,1337,1451,396,1847
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,546,1089,238,1327
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,284,856,113,969
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,129,510,43,554
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,154,854,55,909
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,76,558,57,615
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,42,401,147,547
2011,FODDER & GREEN MANURES,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,7,122,120,242
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,2357,554,0,554
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,952,676,0,676
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,883,1277,0,1277
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,362,893,0,893
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,227,797,0,797
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,109,489,0,489
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,109,651,0,651
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,46,384,0,384
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,92,1191,0,1191
2011,GRAM,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,10,228,0,228
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,1942,505,0,505
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1124,821,0,821
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,979,1411,0,1411
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,307,752,0,752
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,169,587,0,587
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,120,535,0,535
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,113,671,0,671
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,42,367,0,367
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,29,359,0,359
2011,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,5,145,0,145
2011,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,38,0,3,3
2011,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,10,0,2,2
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,4323,535,348,882
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1573,701,277,977
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,1204,1371,223,1594
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,596,1235,139,1374
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,333,1057,38,1094
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,216,927,20,947
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,113,640,5,646
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,51,417,0,417
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,73,875,35,910
2011,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,5,343,0,343
2011,MOSAMBI,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,5,0,0,0
2011,MOSAMBI,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,5,0,0,0
2011,ONION,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,1694,341,0,341
2011,ONION,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,645,455,0,455
2011,ONION,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,620,859,0,859
2011,ONION,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,244,604,0,604
2011,ONION,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,121,409,0,409
2011,ONION,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,61,270,0,270
2011,ONION,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,108,659,0,659
2011,ONION,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,31,282,0,282
2011,ONION,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,14,180,0,180
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,9953,561,1279,1840
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,2148,830,661,1491
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,1337,1451,396,1847
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,546,1089,238,1327
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,284,856,113,969
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,129,510,43,554
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,155,854,55,909
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,76,558,57,615
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,42,401,147,547
2011,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,7,122,120,242
2011,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,2140,502,0,502
2011,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1001,701,4,704
2011,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,748,1063,0,1063
2011,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,368,865,0,865
2011,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,194,615,0,615
2011,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,89,395,0,395
2011,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,168,1020,0,1020
2011,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,68,568,0,568
2011,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,19,265,0,265
2011,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,2008,219,145,364
2011,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,753,414,55,469
2011,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,720,901,19,920
2011,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,348,809,6,814
2011,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,98,311,20,331
2011,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,85,354,1,355
2011,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,69,401,0,401
2011,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,31,268,0,268
2011,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,10,111,0,111
2011,SUNFLOWER,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,9,3,0,3
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,6696,1306,149,1455
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,2762,1825,60,1885
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,2370,3267,19,3286
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,1082,2580,6,2585
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,539,1804,20,1824
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,292,1279,1,1280
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,360,2171,0,2171
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,145,1220,0,1220
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,121,1567,0,1567
2011,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,10,228,0,228
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,13995,1586,1191,2777
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,4079,2111,676,2787
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,2987,3759,415,4174
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,1448,3225,227,3452
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,734,2396,82,2479
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,454,1924,42,1966
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,493,2874,85,2959
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,172,1359,57,1415
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,196,2506,147,2652
2011,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,41,1217,120,1337
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,11908,1069,1283,2352
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,3296,1654,663,2317
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,2320,2868,396,3263
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,853,1841,238,2079
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,452,1444,113,1557
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,249,1045,43,1088
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,268,1525,55,1580
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,118,925,57,982
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,71,760,147,907
2011,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,12,267,120,387
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,1979,508,4,512
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1173,824,2,826
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,984,1416,0,1416
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,307,752,0,752
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,169,587,0,587
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,120,535,0,535
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,113,671,0,671
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,42,367,0,367
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,29,359,0,359
2011,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,5,145,0,145
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,2516,586,0,586
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1003,711,0,711
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,902,1303,0,1303
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,367,906,0,906
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,249,879,0,879
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,118,530,0,530
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,123,750,0,750
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,46,384,0,384
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,92,1191,0,1191
2011,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,10,228,0,228
2011,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,118,7,11,18
2011,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,25,10,0,10
2011,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,10,1,6,7
2011,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,21,2,17,18
2011,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,17,1,11,12
2011,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,5,2,0,2
2011,TUR (ARHAR),MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,155,32,0,32
2011,TUR (ARHAR),MAHARASHTRA,RATHNAGIRI,DAPOLI,1,51,35,0,35
2011,TUR (ARHAR),MAHARASHTRA,RATHNAGIRI,DAPOLI,2,20,26,0,26
2011,TUR (ARHAR),MAHARASHTRA,RATHNAGIRI,DAPOLI,3,5,14,0,14
2011,TUR (ARHAR),MAHARASHTRA,RATHNAGIRI,DAPOLI,4,22,82,0,82
2011,TUR (ARHAR),MAHARASHTRA,RATHNAGIRI,DAPOLI,5,9,41,0,41
2011,TUR (ARHAR),MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,15,98,0,98
2011,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,5,0,0,0
